Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/01 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
 01/04 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,2,3,3,4,5,7,10,7
(11.00;1.89)=,2,2,2,3,4,5,8,12,20,30
(11.00;2.78)=,2,2,3,3,5,7,9,16,30,56
(11.00;3.67)=,2,2,3,4,5,7,11,19,36,64
(11.00;4.56)=,2,2,3,4,5,8,11,20,38,65
(11.00;5.44)=,2,2,3,4,5,7,11,19,38,65
(11.00;6.33)=,2,2,3,3,5,7,10,18,35,64
(11.00;7.22)=,2,2,2,3,4,6,9,15,29,55
(11.00;8.11)=,2,2,2,3,3,5,7,10,18,27
(11.00;9.00)=,1,2,2,2,3,4,5,6,8,7
 01/04 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,9,10,12,14,18,23,30,23
(11.00;1.89)=,8,9,10,12,14,18,25,39,70,112
(11.00;2.78)=,9,10,11,14,17,23,35,61,132,355
(11.00;3.67)=,9,11,12,15,20,29,45,83,240,793
(11.00;4.56)=,10,11,13,17,23,33,107,153,624,802
(11.00;5.44)=,10,12,14,18,24,91,113,160,630,802
(11.00;6.33)=,10,12,15,19,80,92,113,160,626,799
(11.00;7.22)=,10,12,69,73,79,90,110,151,606,775
(11.00;8.11)=,10,12,69,72,78,87,103,134,559,650
(11.00;9.00)=,10,12,68,71,76,82,93,111,496,420
 01/04 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,29,31,34,38,43,51,61,78,98,74
(11.00;1.89)=,31,34,37,43,52,66,88,132,229,352
(11.00;2.78)=,33,36,41,49,62,84,122,210,450,1039
(11.00;3.67)=,34,39,45,55,72,103,159,293,664,4404
(11.00;4.56)=,36,41,49,61,82,121,192,360,2190,2872
(11.00;5.44)=,37,43,52,66,90,134,215,395,2226,2875
(11.00;6.33)=,38,45,54,69,94,140,223,399,2219,2866
(11.00;7.22)=,39,45,55,70,95,138,214,374,2160,2794
(11.00;8.11)=,39,45,54,68,91,128,191,317,2005,2392
(11.00;9.00)=,39,44,53,65,83,112,158,236,1775,1717
 01/04 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,18,20,23,27,33,42,57,78,58
(11.00;1.89)=,17,19,22,26,33,43,62,100,189,318
(11.00;2.78)=,18,21,24,30,39,55,85,153,348,808
(11.00;3.67)=,19,22,26,33,45,65,106,199,459,1638
(11.00;4.56)=,20,23,28,36,49,73,120,226,508,1020
(11.00;5.44)=,20,24,29,38,52,77,127,237,522,1022
(11.00;6.33)=,21,24,29,38,52,76,125,231,510,1014
(11.00;7.22)=,20,24,29,36,49,71,114,207,456,945
(11.00;8.11)=,20,23,27,34,45,63,96,162,326,583
(11.00;9.00)=,19,22,26,31,39,52,73,109,173,154
 01/04 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,6,7,8,9,11,14,19,26,38,31
(11.00;1.89)=,7,8,9,10,13,18,26,44,88,159
(11.00;2.78)=,7,8,10,12,15,22,35,64,149,350
(11.00;3.67)=,7,9,10,13,17,25,42,79,186,406
(11.00;4.56)=,8,9,11,14,18,27,46,87,199,414
(11.00;5.44)=,8,9,11,14,19,28,47,88,202,414
(11.00;6.33)=,8,9,11,14,18,27,45,84,194,410
(11.00;7.22)=,7,9,10,13,17,24,40,73,167,372
(11.00;8.11)=,7,8,10,12,15,21,32,54,111,202
(11.00;9.00)=,7,8,9,11,13,17,24,35,54,46
 01/04 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,10,12,14,18,23,32,44,34
(11.00;1.89)=,9,10,11,14,17,23,33,52,97,160
(11.00;2.78)=,9,11,12,15,20,28,43,76,165,365
(11.00;3.67)=,10,11,13,17,23,33,52,95,210,444
(11.00;4.56)=,10,11,14,18,24,36,58,106,231,458
(11.00;5.44)=,10,12,14,18,25,37,60,110,237,460
(11.00;6.33)=,10,12,14,18,25,36,58,106,230,455
(11.00;7.22)=,10,11,14,17,23,34,53,94,202,416
(11.00;8.11)=,10,11,13,16,21,29,44,73,142,249
(11.00;9.00)=,9,10,12,15,18,24,34,50,78,72
 01/04 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,18,21,24,28,34,43,54,72,94,72
(11.00;1.89)=,19,22,26,31,40,54,73,112,187,274
(11.00;2.78)=,20,23,28,35,46,65,93,154,296,571
(11.00;3.67)=,21,24,29,38,51,74,109,188,372,706
(11.00;4.56)=,21,25,30,39,54,79,119,208,410,738
(11.00;5.44)=,21,25,31,40,54,81,121,213,420,742
(11.00;6.33)=,21,25,30,39,53,78,117,204,404,730
(11.00;7.22)=,21,24,29,37,49,71,104,178,350,656
(11.00;8.11)=,20,23,27,34,44,61,87,139,250,402
(11.00;9.00)=,19,22,25,31,39,51,68,98,146,140
 01/04 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,16,18,22,27,34,43,58,75,57
(11.00;1.89)=,14,17,20,25,32,43,58,89,147,214
(11.00;2.78)=,15,18,21,27,36,52,73,120,224,410
(11.00;3.67)=,16,18,22,29,39,58,84,143,272,486
(11.00;4.56)=,16,19,23,30,41,61,90,154,294,504
(11.00;5.44)=,16,19,23,30,41,61,90,156,297,506
(11.00;6.33)=,15,18,22,29,39,57,84,146,281,496
(11.00;7.22)=,15,17,21,26,35,51,73,123,236,436
(11.00;8.11)=,14,16,19,24,31,43,59,92,159,245
(11.00;9.00)=,13,15,18,21,26,34,44,62,88,79
 01/04 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,12,15,18,24,30,40,52,39
(11.00;1.89)=,9,11,13,17,22,30,41,62,102,146
(11.00;2.78)=,10,12,14,18,25,36,50,83,152,265
(11.00;3.67)=,10,12,15,20,27,40,57,97,179,304
(11.00;4.56)=,10,12,15,20,28,41,60,103,190,312
(11.00;5.44)=,10,12,15,20,27,41,60,102,190,312
(11.00;6.33)=,10,12,14,19,26,38,55,94,178,305
(11.00;7.22)=,9,11,13,17,23,33,46,77,145,264
(11.00;8.11)=,9,10,12,15,19,26,36,55,92,134
(11.00;9.00)=,8,9,11,13,16,21,26,35,47,39
 01/04 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,2,3,3,4,6,8,10,7
(11.00;1.89)=,2,2,2,3,4,6,8,12,20,28
(11.00;2.78)=,2,2,3,3,5,7,10,16,29,50
(11.00;3.67)=,2,2,3,4,5,7,11,18,34,56
(11.00;4.56)=,2,2,3,4,5,8,11,19,35,57
(11.00;5.44)=,2,2,3,4,5,8,11,19,35,57
(11.00;6.33)=,2,2,3,3,5,7,10,17,33,56
(11.00;7.22)=,2,2,2,3,4,6,8,14,27,48
(11.00;8.11)=,2,2,2,3,3,5,6,10,16,23
(11.00;9.00)=,1,2,2,2,3,4,4,6,8,6
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/05 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,3,3,4,5,6,9,12,9
(11.00;1.89)=,2,2,3,4,5,6,9,14,23,35
(11.00;2.78)=,2,2,3,4,5,8,11,19,35,65
(11.00;3.67)=,2,3,3,4,6,9,13,22,42,73
(11.00;4.56)=,2,3,3,4,6,9,13,23,44,75
(11.00;5.44)=,2,3,3,4,6,9,13,23,44,75
(11.00;6.33)=,2,2,3,4,5,8,12,21,41,73
(11.00;7.22)=,2,2,3,4,5,7,10,17,33,63
(11.00;8.11)=,2,2,3,3,4,6,8,12,20,31
(11.00;9.00)=,2,2,2,3,3,4,5,7,10,8
 01/05 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,3,3,4,5,6,9,13,11
(11.00;1.89)=,2,3,3,3,4,6,9,15,30,55
(11.00;2.78)=,2,3,3,4,5,7,12,22,50,117
(11.00;3.67)=,2,3,3,4,6,8,14,26,62,134
(11.00;4.56)=,2,3,3,4,6,9,15,29,66,135
(11.00;5.44)=,2,3,4,5,6,9,15,29,66,135
(11.00;6.33)=,2,3,3,4,6,9,15,27,63,134
(11.00;7.22)=,2,3,3,4,5,8,13,23,54,121
(11.00;8.11)=,2,3,3,4,5,7,10,17,35,63
(11.00;9.00)=,2,2,3,3,4,5,7,11,16,13
 01/05 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,12,13,14,16,18,21,26,34,44,34
(11.00;1.89)=,13,14,15,18,21,27,37,57,100,159
(11.00;2.78)=,13,15,17,20,25,35,51,88,190,441
(11.00;3.67)=,14,16,18,22,29,42,65,120,273,1991
(11.00;4.56)=,14,17,20,25,33,49,78,145,538,842
(11.00;5.44)=,15,17,21,26,36,53,86,158,554,843
(11.00;6.33)=,15,18,21,27,37,55,88,160,551,839
(11.00;7.22)=,15,18,22,28,37,54,85,149,524,804
(11.00;8.11)=,15,18,21,27,35,50,75,126,459,628
(11.00;9.00)=,15,17,21,25,32,44,62,94,366,355
 01/05 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,34,37,40,44,51,60,71,89,111,86
(11.00;1.89)=,36,39,43,50,60,76,98,143,232,334
(11.00;2.78)=,38,42,47,56,71,95,134,222,446,1006
(11.00;3.67)=,40,44,52,63,82,116,173,310,677,5692
(11.00;4.56)=,41,47,56,70,93,136,209,384,829,1626
(11.00;5.44)=,43,49,59,75,102,151,235,429,893,1635
(11.00;6.33)=,44,51,61,78,107,159,247,442,897,1622
(11.00;7.22)=,45,52,63,80,108,158,243,424,845,1547
(11.00;8.11)=,45,52,62,79,105,150,223,372,704,1194
(11.00;9.00)=,45,51,61,75,98,134,191,292,477,492
 01/05 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,18,19,21,24,28,35,42,54,68,54
(11.00;1.89)=,19,20,23,27,33,43,55,81,131,187
(11.00;2.78)=,19,22,25,30,38,51,71,116,220,443
(11.00;3.67)=,20,23,26,32,42,60,86,148,299,606
(11.00;4.56)=,21,23,28,34,46,66,98,172,346,645
(11.00;5.44)=,21,24,29,36,48,70,104,183,364,650
(11.00;6.33)=,21,24,29,36,48,70,105,182,358,640
(11.00;7.22)=,21,24,29,36,47,67,99,168,325,592
(11.00;8.11)=,21,24,28,34,44,61,87,141,256,419
(11.00;9.00)=,20,23,27,32,40,54,73,107,166,169
 01/05 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,19,21,24,28,34,43,53,70,91,71
(11.00;1.89)=,20,23,27,32,40,54,71,108,176,254
(11.00;2.78)=,21,24,29,35,46,65,91,150,283,551
(11.00;3.67)=,22,25,30,38,51,74,108,186,368,716
(11.00;4.56)=,22,26,31,40,55,80,119,210,416,759
(11.00;5.44)=,23,26,32,41,56,83,124,219,432,765
(11.00;6.33)=,23,26,32,41,55,82,122,213,420,753
(11.00;7.22)=,22,26,31,39,53,76,112,191,372,684
(11.00;8.11)=,22,25,30,37,48,68,96,155,280,453
(11.00;9.00)=,21,24,28,34,43,58,78,114,176,176
 01/05 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,17,19,22,26,31,39,49,66,87,67
(11.00;1.89)=,18,21,24,29,37,50,68,105,179,270
(11.00;2.78)=,19,22,26,33,43,60,87,148,292,589
(11.00;3.67)=,20,23,28,35,48,69,104,182,372,729
(11.00;4.56)=,20,24,29,37,51,75,114,203,411,759
(11.00;5.44)=,20,24,29,38,52,77,118,209,422,763
(11.00;6.33)=,20,24,29,37,51,75,114,201,408,752
(11.00;7.22)=,20,23,28,35,47,68,102,177,356,682
(11.00;8.11)=,19,22,26,33,43,59,85,139,255,420
(11.00;9.00)=,18,21,24,30,37,49,66,97,147,139
 01/05 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,16,19,23,28,36,45,60,78,59
(11.00;1.89)=,15,17,21,26,33,45,60,92,150,215
(11.00;2.78)=,16,18,22,28,37,53,75,122,224,399
(11.00;3.67)=,16,19,23,30,41,59,85,144,269,470
(11.00;4.56)=,16,19,24,31,42,62,90,154,289,486
(11.00;5.44)=,16,19,23,30,42,61,90,154,291,488
(11.00;6.33)=,16,19,23,29,39,57,84,144,274,477
(11.00;7.22)=,15,18,21,27,36,51,72,121,228,416
(11.00;8.11)=,14,17,20,24,31,42,57,89,152,228
(11.00;9.00)=,14,15,18,21,26,34,43,60,83,74
 01/05 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,7,8,10,11,14,18,23,31,39,29
(11.00;1.89)=,8,9,10,13,17,23,31,47,77,109
(11.00;2.78)=,8,9,11,14,19,27,38,62,112,194
(11.00;3.67)=,8,9,12,15,21,30,43,72,131,220
(11.00;4.56)=,8,10,12,15,21,31,45,76,139,226
(11.00;5.44)=,8,9,12,15,21,30,44,75,138,226
(11.00;6.33)=,8,9,11,14,19,28,40,68,129,220
(11.00;7.22)=,7,9,10,13,17,24,34,56,104,189
(11.00;8.11)=,7,8,9,11,14,20,26,40,65,94
(11.00;9.00)=,6,7,8,10,12,15,19,25,33,27
 01/05 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,1,1,2,2,2,3,4,6,7,5
(11.00;1.89)=,1,1,2,2,3,4,6,9,14,20
(11.00;2.78)=,1,2,2,3,3,5,7,11,21,36
(11.00;3.67)=,1,2,2,3,4,5,8,13,24,41
(11.00;4.56)=,1,2,2,3,4,6,8,14,26,41
(11.00;5.44)=,1,2,2,3,4,6,8,14,25,41
(11.00;6.33)=,1,2,2,2,3,5,7,13,24,41
(11.00;7.22)=,1,1,2,2,3,4,6,10,19,35
(11.00;8.11)=,1,1,2,2,3,3,5,7,12,17
(11.00;9.00)=,1,1,1,2,2,3,3,4,6,4
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/06 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,4,5,5,6,7,9,11,14,17,12
(11.00;1.89)=,5,5,6,7,9,12,16,24,38,53
(11.00;2.78)=,5,6,7,9,12,16,23,39,77,215
(11.00;3.67)=,6,7,8,10,14,21,32,58,173,254
(11.00;4.56)=,6,7,9,12,17,26,97,129,187,258
(11.00;5.44)=,7,8,10,14,20,87,102,133,190,258
(11.00;6.33)=,7,9,11,15,78,89,103,132,187,256
(11.00;7.22)=,7,9,68,72,78,88,101,127,177,244
(11.00;8.11)=,8,9,68,71,77,85,96,116,152,186
(11.00;9.00)=,8,9,67,70,75,81,88,99,109,29
 01/06 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,30,31,33,36,40,45,52,61,72,56
(11.00;1.89)=,31,33,36,41,48,58,73,102,160,224
(11.00;2.78)=,33,36,40,47,58,77,106,174,352,1318
(11.00;3.67)=,35,39,45,55,71,100,148,270,1105,3044
(11.00;4.56)=,38,43,50,63,84,125,717,877,2638,3076
(11.00;5.44)=,40,46,55,71,98,672,750,917,2666,3078
(11.00;6.33)=,42,49,60,78,632,684,762,924,2662,3072
(11.00;7.22)=,44,52,587,605,635,685,758,907,2625,3030
(11.00;8.11)=,45,53,588,605,632,676,739,863,2515,2773
(11.00;9.00)=,46,53,587,602,625,659,706,784,2301,1654
 01/06 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,50,52,55,59,65,73,82,97,112,90
(11.00;1.89)=,52,55,60,66,75,90,110,150,226,306
(11.00;2.78)=,55,59,64,73,88,113,151,241,471,1083
(11.00;3.67)=,57,62,70,82,103,141,203,360,790,10903
(11.00;4.56)=,60,66,76,92,119,170,257,472,4823,5594
(11.00;5.44)=,62,70,82,101,134,195,301,540,4889,5598
(11.00;6.33)=,65,73,86,108,145,212,324,561,4893,5588
(11.00;7.22)=,66,76,90,112,150,216,324,545,4847,5529
(11.00;8.11)=,68,77,91,113,149,208,303,490,4708,5202
(11.00;9.00)=,68,77,90,111,141,189,263,393,4432,4339
 01/06 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,28,29,31,33,36,41,46,54,65,54
(11.00;1.89)=,29,30,32,35,40,48,58,78,117,160
(11.00;2.78)=,29,31,34,38,45,56,73,111,205,425
(11.00;3.67)=,30,32,36,41,50,65,89,147,296,7821
(11.00;4.56)=,31,33,37,44,54,73,103,176,354,659
(11.00;5.44)=,31,34,39,46,57,78,113,193,377,662
(11.00;6.33)=,32,35,39,47,59,81,117,196,376,655
(11.00;7.22)=,32,35,40,47,59,80,114,186,351,620
(11.00;8.11)=,32,35,39,46,57,76,105,163,291,472
(11.00;9.00)=,32,35,39,45,54,68,90,129,198,199
 01/06 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,15,16,17,19,22,26,31,39,49,40
(11.00;1.89)=,15,16,18,21,25,32,40,58,92,131
(11.00;2.78)=,16,17,19,23,28,38,51,81,152,302
(11.00;3.67)=,16,18,20,24,31,43,61,103,205,409
(11.00;4.56)=,16,18,21,26,34,47,69,119,236,434
(11.00;5.44)=,17,19,22,27,35,50,73,126,247,437
(11.00;6.33)=,17,19,22,27,35,50,73,125,243,431
(11.00;7.22)=,17,19,22,26,34,48,69,115,220,397
(11.00;8.11)=,17,18,21,25,32,44,61,96,172,279
(11.00;9.00)=,16,18,20,24,30,38,51,74,112,113
 01/06 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,16,18,20,24,30,37,48,62,49
(11.00;1.89)=,15,17,19,23,28,37,48,72,116,166
(11.00;2.78)=,15,17,20,25,32,43,60,97,181,341
(11.00;3.67)=,16,18,21,26,35,49,70,119,230,432
(11.00;4.56)=,16,18,22,27,36,53,77,132,256,454
(11.00;5.44)=,16,18,22,28,37,54,79,136,263,457
(11.00;6.33)=,16,18,22,27,36,52,76,131,253,448
(11.00;7.22)=,16,18,21,26,34,48,69,116,221,402
(11.00;8.11)=,15,17,20,25,31,43,59,93,163,258
(11.00;9.00)=,15,17,19,23,28,36,47,68,100,98
 01/06 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,16,18,21,26,32,40,53,69,53
(11.00;1.89)=,15,17,19,23,30,40,53,79,129,184
(11.00;2.78)=,15,17,21,25,33,47,65,105,193,350
(11.00;3.67)=,15,18,21,27,36,52,74,125,236,421
(11.00;4.56)=,16,18,22,28,37,55,79,135,256,438
(11.00;5.44)=,16,18,22,28,37,54,80,137,259,440
(11.00;6.33)=,15,18,21,27,36,52,75,128,246,431
(11.00;7.22)=,15,17,20,25,33,46,66,110,207,378
(11.00;8.11)=,14,16,19,23,29,40,54,84,144,220
(11.00;9.00)=,14,15,17,21,25,33,42,58,83,77
 01/06 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,13,15,17,21,26,33,41,56,72,55
(11.00;1.89)=,14,16,19,24,30,42,56,85,139,198
(11.00;2.78)=,14,17,20,26,35,49,69,113,207,368
(11.00;3.67)=,15,18,21,28,37,55,79,133,248,433
(11.00;4.56)=,15,18,22,28,39,57,83,142,266,448
(11.00;5.44)=,15,18,22,28,38,57,83,143,268,449
(11.00;6.33)=,15,17,21,27,36,53,77,133,253,439
(11.00;7.22)=,14,16,20,25,33,47,67,111,210,383
(11.00;8.11)=,13,15,18,22,29,39,53,82,140,210
(11.00;9.00)=,13,14,16,20,24,31,40,55,77,68
 01/06 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,10,12,15,20,25,33,43,32
(11.00;1.89)=,8,9,11,14,18,25,33,51,84,119
(11.00;2.78)=,8,10,12,15,21,29,41,68,123,213
(11.00;3.67)=,9,10,13,16,22,33,47,78,144,242
(11.00;4.56)=,9,10,13,17,23,34,49,83,152,248
(11.00;5.44)=,8,10,12,16,22,33,48,82,152,248
(11.00;6.33)=,8,10,12,15,21,30,44,75,141,242
(11.00;7.22)=,8,9,11,14,18,26,37,61,115,208
(11.00;8.11)=,7,8,10,12,16,21,28,43,72,104
(11.00;9.00)=,7,8,9,11,13,17,21,27,36,30
 01/06 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,1,1,2,2,3,4,4,6,8,6
(11.00;1.89)=,1,2,2,2,3,5,6,9,16,22
(11.00;2.78)=,1,2,2,3,4,5,8,13,23,39
(11.00;3.67)=,1,2,2,3,4,6,9,15,27,44
(11.00;4.56)=,1,2,2,3,4,6,9,15,28,45
(11.00;5.44)=,1,2,2,3,4,6,9,15,28,45
(11.00;6.33)=,1,2,2,3,4,6,8,14,26,44
(11.00;7.22)=,1,2,2,2,3,5,7,11,21,38
(11.00;8.11)=,1,1,2,2,3,4,5,8,13,18
(11.00;9.00)=,1,1,2,2,2,3,4,5,6,5
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/07 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,9,10,10,11,13,15,17,20,16
(11.00;1.89)=,9,10,10,11,13,16,19,25,38,50
(11.00;2.78)=,9,10,11,12,15,19,24,37,67,512
(11.00;3.67)=,10,10,12,14,17,23,31,52,480,540
(11.00;4.56)=,10,11,12,15,19,26,422,446,490,543
(11.00;5.44)=,10,11,13,16,21,414,425,449,492,543
(11.00;6.33)=,11,12,14,17,406,414,425,448,490,542
(11.00;7.22)=,11,12,398,401,406,413,423,443,480,531
(11.00;8.11)=,11,12,398,401,405,411,419,434,460,484
(11.00;9.00)=,11,12,398,400,403,408,413,421,428,27
 01/07 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,62,63,64,66,69,73,77,83,89,79
